alt_name_x,gubernia,href,lat,long,name,province,google_maps,jewish_gen,usbgn,alt_name_y,notes,population,region,pop1,year1,pop2,year2,pop_diff,year_diff,pop_diff_year,google_lat,google_long
Graetz,Prussia,/town/grodzisk_wielko.htm,52?14',16?22',Grodzisk Wielkopolski,Poznan,"https://maps.google.com/maps?f=q&hl=en&geocode=&q=52.233333,16.366667+(Grodzisk Wielkopolski)&ie=UTF8&ll=52.233333,16.366667&z=12&iwloc=addr",https://data.jewishgen.org/maps/mapdist8.asp?lat=52.233333&long=16.366667,-503428,"Alternate?names: Grodzisk Wielkopolski [Pol], Gr?tz [Ger], Graetz, Grodzisk",28 miles WSW of Pozna? (Posen).,793 (in 1875),Prussia,793,1875,,,,,,52.233333,16.366667
?,Warszawa,/town/grojec.htm,51?52',20?52',Grojec,Warszawa,"https://maps.google.com/maps?f=q&hl=en&geocode=&q=51.866667,20.866667+(Grojec)&ie=UTF8&ll=51.866667,20.866667&z=12&iwloc=addr",https://data.jewishgen.org/maps/mapdist8.asp?lat=51.866667&long=20.866667,-503449,"Alternate?names: Gr?jec [Pol], Gritze [Yid], Gruyets [Rus], Gritsa, Gritza, Grutse","Russian: ?????.   Yiddish: ?????
27 miles SSW of Warszawa, 33 miles NNW of Radom.","3,723 (in 1897), 4,922 (in 1921)",Warszawa,3723,1897,4922,1921,1199.0,24.0,49.958333333333336,51.866667,20.866667
?,Prussia,/town/grudziadz.htm,53?29',18?46',Grudziadz,Bydgoszcz,"https://maps.google.com/maps?f=q&hl=en&geocode=&q=53.483333,18.766667+(Grudziadz)&ie=UTF8&ll=53.483333,18.766667&z=12&iwloc=addr",https://data.jewishgen.org/maps/mapdist8.asp?lat=53.483333&long=18.766667,-503551,"Alternate?names: Grudzi?dz [Pol], Graudenz [Ger], Grudziondz, Grudz?ndz","60 miles S of Gda?sk (Danzig), 39 miles NE of Bydgoszcz (Bromberg), 32 miles NNE of Toru? (Thorn).",730 (in 1938),Prussia,730,1938,,,,,,53.483333,18.766667
?,?,/town/grybow.htm,49?38',20?57',Grybow,?,"https://maps.google.com/maps?f=q&hl=en&geocode=&q=49.633333,20.95+(Grybow)&ie=UTF8&ll=49.633333,20.95&z=12&iwloc=addr",https://data.jewishgen.org/maps/mapdist8.asp?lat=49.633333&long=20.95,-503592,"Alternate?names: Gryb?w [Pol], Gribov [Yid], Gr?nberg [Ger], Gribiv","Hebrew: ??????.  Yiddish: ???????
56 miles ESE of Krak?w, 27 miles S of Tarn?w, 10 miles E of Nowy S?cz.","596 (in 1880), 908 (in 1910)",Krakow,596,1880,908,1910,312.0,30.0,10.4,49.633333,20.95
Greifenberg,?,/town/gryfice.htm,53?54',14?12',Gryfice,Szczecin,"https://maps.google.com/maps?f=q&hl=en&geocode=&q=53.9,14.2+(Gryfice)&ie=UTF8&ll=53.9,14.2&z=12&iwloc=addr",https://data.jewishgen.org/maps/mapdist8.asp?lat=53.9&long=14.2,-503595,"Alternate?names: Gryfino [Pol], Greifenhagen [Ger], Gr?fino, Gripenhagen","In W Pomerania, 12 miles SSW Szczecin, near the German border.","205 (in 1861), 35 (in 1933)",Prussia,205,1861,35,1933,-170.0,72.0,-2.361111111111111,53.9,14.2
?,?,/town/gryllice.htm,?,?,Gryllice,Szczecin,,,0,,,,,,1900,,,,,,,
?,?,/town/gutkowo.htm,?,?,Gutkowo,?,,,0,,,,,,1900,,,,,,,
"Gwodzdziec Miasto, Gvozdets, H",Galicia,/town/gwozdziec.htm,48?35',25?17',Gwozdziec,Ukraine,"https://maps.google.com/maps?f=q&hl=en&geocode=&q=48.583333,25.283333+(Gwozdziec)&ie=UTF8&ll=48.583333,25.283333&z=12&iwloc=addr",https://data.jewishgen.org/maps/mapdist8.asp?lat=48.583333&long=25.283333,-1040028,"Alternate?names: Hvizdets' [Ukr], Gwo?dziec [Pol], Gvozdetz [Yid], Gvozdets [Rus], Hvizdec', Gwo?dziec Miasto, Gvozhdziyets, Gvozdzets","Ukrainian: ????????.   Yiddish: ?????????? / ??????????
35 miles SE of Ivano-Frankivsk (Stanis?aw?w), 12 miles ENE of Kolomyya (Ko?omyja).","1,663",Stanislawow,1663,1900,,,,,,48.583333,25.283333
Gorodenka,Galicia,/town/horodenka.htm,48?40',25?30',Horodenka,Ukraine,"https://maps.google.com/maps?f=q&hl=en&geocode=&q=48.666667,25.5+(Horodenka)&ie=UTF8&ll=48.666667,25.5&z=12&iwloc=addr",https://data.jewishgen.org/maps/mapdist8.asp?lat=48.666667&long=25.5,-1039416,"Alternate?names: Horodenka [Ukr, Pol, Yid], Gorod?nka [Rus]","Russian/Ukrainian: ?????????.   Yiddish: ???????????
40 miles ESE of Ivano-Frankivsk, 32 miles NW of Chernivtsi (Tschernowitz), 23 miles ENE of Kolomyya (Ko?omyja).","4,255 (in 1900), 3,048 (in 1921)",Stanislawow,4255,1900,3048,1921,-1207.0,21.0,-57.476190476190474,48.666667,25.5
?,Lublin,/town/horodlo.htm,50?53',24?02',Horodlo,Lublin,"https://maps.google.com/maps?f=q&hl=en&geocode=&q=50.883333,24.033333+(Horodlo)&ie=UTF8&ll=50.883333,24.033333&z=12&iwloc=addr",https://data.jewishgen.org/maps/mapdist8.asp?lat=50.883333&long=24.033333,-504128,"Alternate?names: Horod?o [Pol], Horodlo [Yid], Khorodlo [Rus], Gorodlo, Horodle","Russian: ???????.   Yiddish: ???????
29 miles SE of Che?m, 8 miles NE of Hrubiesz?w, on the Ukrainian border.",717,Lublin,717,1900,,,,,,50.883333,24.033333
?,Lublin,/town/hrubieszow.htm,50?48',23?55',Hrubieszow,Lublin,"https://maps.google.com/maps?f=q&hl=en&geocode=&q=50.8,23.916667+(Hrubieszow)&ie=UTF8&ll=50.8,23.916667&z=12&iwloc=addr",https://data.jewishgen.org/maps/mapdist8.asp?lat=50.8&long=23.916667,-504158,"Alternate?names: Hrubiesz?w [Pol], Rubishov [Yid], Grubeshov [Rus], Hrubeshiv [Ukr], Grubeschow [Ger], Hrubishov, Hrubyeshuv, Rubashov, Rubischoff, Rubishoyv, Rubiesz?w","Russian: ???????? / ????????.   Yiddish: ??????????.   
 Ukrainian: ????????.    Hebrew: ?????????.
29 miles SE of Che?m.","5,341 (in 1897), 5,679 (in 1921)",Lublin,5341,1897,5679,1921,338.0,24.0,14.083333333333334,50.8,23.916667
?,Galicia,/town/husiatyn.htm,49?04',26?13',Husiatyn,Ukraine,"https://maps.google.com/maps?f=q&hl=en&geocode=&q=49.066667,26.216667+(Husiatyn)&ie=UTF8&ll=49.066667,26.216667&z=12&iwloc=addr",https://data.jewishgen.org/maps/mapdist8.asp?lat=49.066667&long=26.216667,-1039957,"Alternate?names: Husyatyn [Ukr], Gusyatin [Rus], Husiaty? [Pol], Husiatin [Yid], Husiatyn, Gusiatyn, Gusatin, Usiatyn","Russian/Ukrainian: ???????.   Yiddish: ?????????
In SE Galicia, 44 miles SE of Ternopil (Tarnopol). 
Husiaty? is divided by the Zbrucz River, which was the border between the Austrian and Russian Empires.  Most of the Jews lived in the Austrian part.  
The Russian part was in the Kamenets district of Podolia gubernia.","4,801 (in 1900)",Tarnopol,4801,1900,,,,,,49.066667,26.216667
Laurahuette,?,/town/huta_lawry.htm,50?12',19?26',Huta Lawry,Katowice,"https://maps.google.com/maps?f=q&hl=en&geocode=&q=50.2,19.433333+(Huta Lawry)&ie=UTF8&ll=50.2,19.433333&z=12&iwloc=addr",https://data.jewishgen.org/maps/mapdist8.asp?lat=50.2&long=19.433333,0,,,,,,1900,,,,,,50.2,19.433333
Deutsch Eylau,?,/town/ilawa.htm,53?36',19?34',Ilawa,Olsztyn,"https://maps.google.com/maps?f=q&hl=en&geocode=&q=53.6,19.566667+(Ilawa)&ie=UTF8&ll=53.6,19.566667&z=12&iwloc=addr",https://data.jewishgen.org/maps/mapdist8.asp?lat=53.6&long=19.566667,-504402,"Alternate?names: I?awa [Pol], Deutsch Eylau [Ger]",63 miles SE of Gda?sk (Danzig).,"60 (in 1895), 110 (in 1925)",Prussia,60,1895,110,1925,50.0,30.0,1.6666666666666667,53.6,19.566667
"Drilch, Driltch",Radom,/town/ilza.htm,51?10',21?15',Ilza,Kielce,"https://maps.google.com/maps?f=q&hl=en&geocode=&q=51.166667,21.25+(Ilza)&ie=UTF8&ll=51.166667,21.25&z=12&iwloc=addr",https://data.jewishgen.org/maps/mapdist8.asp?lat=51.166667&long=21.25,-504428,"Alternate?names: I??a [Pol], Drilch [Yid], Ilzha [Rus], Drildzh, Driltch","Russian: ????.   Hebrew: ????'?
18 miles SSE of Radom, 17 miles NNW of Ostrowiec ?wi?tokrzyski.","2,069 (in 1897), 1,545 (in 1921)",Radom,2069,1897,1545,1921,-524.0,24.0,-21.833333333333332,51.166667,21.25
?,?,/town/imielin.htm,50?09',19?12',Imielin,Katowice,,,0,,,,,,1900,,,,,,,
?,Piotrkow,/town/inowlodz.htm,51?32',20?13',Inowlodz,Lodz,"https://maps.google.com/maps?f=q&hl=en&geocode=&q=51.533333,20.216667+(Inowlodz)&ie=UTF8&ll=51.533333,20.216667&z=12&iwloc=addr",https://data.jewishgen.org/maps/mapdist8.asp?lat=51.533333&long=20.216667,-504451,"Alternate?names: Inow??dz [Pol], Inovlodz' [Rus]","Russian: ?????????.   Hebrew: '?????????
25 miles ENE of Piotrk?w Trybunalski, 16 miles S of Rawa Mazowiecka, 9 miles E of Tomasz?w Mazowiecki.",324 (in 1897),Piotrkow,324,1897,,,,,,51.533333,20.216667
Hohensalza,Prussia,/town/inowroclaw.htm,52?48',18?16',Inowroclaw,Poznan,"https://maps.google.com/maps?f=q&hl=en&geocode=&q=52.8,18.266667+(Inowroclaw)&ie=UTF8&ll=52.8,18.266667&z=12&iwloc=addr",https://data.jewishgen.org/maps/mapdist8.asp?lat=52.8&long=18.266667,-504453,"Alternate?names: Inowroc?aw [Pol], Inowrazlaw [Ger, until 1904], Hohensalza [Ger, after 1904], Inowrac?aw, Inovroclava, Inovrotslav","60 miles ENE of Pozna? (Posen), 27 miles SSE of Bydgoszcz (Bromberg).","1,157",Prussia,1157,1900,,,,,,52.8,18.266667
?,Lublin,/town/irena.htm,51?34',21?52',Irena,Warszawa,"https://maps.google.com/maps?f=q&hl=en&geocode=&q=51.566667,21.866667+(Irena)&ie=UTF8&ll=51.566667,21.866667&z=12&iwloc=addr",https://data.jewishgen.org/maps/mapdist8.asp?lat=51.566667&long=21.866667,-504460,Alternate?names: Irena [Pol],"60 miles SE of Warszawa, 11 miles NNW of Pu?awy. 
Part of the city of D?blin since the 1950s.",,Lublin,,1900,,,,,,51.566667,21.866667
?,?,/town/ispina.htm,?,?,Ispina,?,,,0,,,,,,1900,,,,,,,
?,?,/town/izbica_kujawska.htm,52?25',18?47',Izbica Kujawska,Lodz,"https://maps.google.com/maps?f=q&hl=en&geocode=&q=52.416667,18.783333+(Izbica Kujawska)&ie=UTF8&ll=52.416667,18.783333&z=12&iwloc=addr",https://data.jewishgen.org/maps/mapdist8.asp?lat=52.416667&long=18.783333,-504518,"Alternate?names: Izbica Kujawska [Pol], Izbitz [Yid], M?hlental [Ger, 1940-45], Izbica","Russian: ??????-???????.  
Hebrew: ??????? ?????????
54 miles NNW of ??d?, 18 miles NNE of Ko?o, 19 miles SW of W?oc?awek.
[Not to be confused with the larger town of Izbica Lubelski, N of Zamo??].","1,250",Kalisz,1250,1900,,,,,,52.416667,18.783333
Izbica,Lublin,/town/izbica_lubelski.htm,50?53',23?10',Izbica Lubelski,Lublin,"https://maps.google.com/maps?f=q&hl=en&geocode=&q=50.883333,23.166667+(Izbica Lubelski)&ie=UTF8&ll=50.883333,23.166667&z=12&iwloc=addr",https://data.jewishgen.org/maps/mapdist8.asp?lat=50.883333&long=23.166667,-504515,"Alternate?names: Izbica [Pol], Izbitza [Yid, Rus], Isbica [Lat], Izbica Lubelski, Izbica Lubelska, Isbitsa, Izbitz, Izbitze","Russian: ??????.   Yiddish: ????????.   
 Hebrew: ???????
Izbica Lubelski, 36 miles SE of Lublin, 12 miles N of Zamo??, 5 miles S of Krasnystaw.
[Not to be confused with the smaller town of Izbica Kujawska, near Ko?o].","3,019 (in 1897), 2,862 (in 1921)",Lublin,3019,1897,2862,1921,-157.0,24.0,-6.541666666666667,50.883333,23.166667
Jablonka-Koscielna,Lomza,/town/jablonka_koscie.htm,52?57',22?22',Jablonka Koscielna,Bialystok,"https://maps.google.com/maps?f=q&hl=en&geocode=&q=52.95,22.366667+(Jablonka Koscielna)&ie=UTF8&ll=52.95,22.366667&z=12&iwloc=addr",https://data.jewishgen.org/maps/mapdist8.asp?lat=52.95&long=22.366667,-504571,"Alternate?names: Jab?onka [Pol], Yablonka [Rus], Yoblonka [Yid], Jab?onka Ko?cielna","Russian: ???????-?????????.   Hebrew: ???????? ????'?????
20 miles SE of ?om?a, between Zambr?w and Wysokie Mazowieckie.  
[There are 10 places named 'Jab?onka' in Poland].",638 (in 1897),Lomza,638,1897,,,,,,52.95,22.366667
?,Lomza,/town/jablonka-swierc.htm,52?56',22?20',Jablonka-Swierczewo,Bialystok,"https://maps.google.com/maps?f=q&hl=en&geocode=&q=52.933333,22.333333+(Jablonka-Swierczewo)&ie=UTF8&ll=52.933333,22.333333&z=12&iwloc=addr",https://data.jewishgen.org/maps/mapdist8.asp?lat=52.933333&long=22.333333,-5218190,,,,,,1900,,,,,,52.933333,22.333333
?,?,/town/jadowniki.htm,49?58',20?38',Jadowniki,?,"https://maps.google.com/maps?f=q&hl=en&geocode=&q=49.969167,20.644167+(Jadowniki)&ie=UTF8&ll=49.969167,20.644167&z=12&iwloc=addr",https://data.jewishgen.org/maps/mapdist8.asp?lat=49.969167&long=20.644167,0,,,,,,1900,,,,,,49.969167,20.644167
Yagelnitsa,Galicia,/town/jagielnica.htm,48?57',25?44',Jagielnica,Ukraine,"https://maps.google.com/maps?f=q&hl=en&geocode=&q=48.95,25.733333+(Jagielnica)&ie=UTF8&ll=48.95,25.733333&z=12&iwloc=addr",https://data.jewishgen.org/maps/mapdist8.asp?lat=48.95&long=25.733333,-1059262,"Alternate?names: Yahil'nytsya [Ukr], Jagielnica [Pol], Yagelnitza [Yid], Yagielnitsa [Rus], Yagel'nitsa, Yigolnitse","Ukrainian: ?????????.   Yiddish: ???????????.   
 Hebrew: ??????????
42 miles S of Ternopil (Tarnopol), 6 miles SSW of Chortkiv (Czortk?w).","1,892 (in 1880), 1,284 (in 1910)",Tarnopol,1892,1880,1284,1910,-608.0,30.0,-20.266666666666666,48.95,25.733333
?,Piotrkow,/town/janow.htm,50?44',19?26',Janow,Katowice,"https://maps.google.com/maps?f=q&hl=en&geocode=&q=50.733333,19.433333+(Janow)&ie=UTF8&ll=50.733333,19.433333&z=12&iwloc=addr",https://data.jewishgen.org/maps/mapdist8.asp?lat=50.733333&long=19.433333,-504990,"Alternate?names: Jan?w [Pol], Yanov [Yid]","Russian: ????.  Hebrew: ?????
There are many towns named 'Jan?w' in Poland.  
This one is 15 miles ESE of Cz?stochowa, 50 miles NNW of Krak?w.",~300,Piotrkow,300,1900,,,,,,50.733333,19.433333
"Dolina, Janow",Galicia,/town/janow_(galicia).htm,49?13',25?43',Janow (Galicia),Ukraine,"https://maps.google.com/maps?f=q&hl=en&geocode=&q=49.216667,25.716667+(Janow)&ie=UTF8&ll=49.216667,25.716667&z=12&iwloc=addr",https://data.jewishgen.org/maps/mapdist8.asp?lat=49.216667&long=25.716667,-1038001,"Alternate?names: Dolyna [Ukr, since 1961], Jan?w [Pol], Yanov [Yid], Yaniv [Ukr, until 1961], Dolina [Rus, since 1961], Ivanovka, Yanuv, Jan?w Trembowelski","Ukrainian: ???? / ??????.   Russian: ??????.   
 Hebrew: ?????
6 miles S of Terebovlya (Trembowla), 9 miles W of Khorostkov (Chorostk?w), 24 miles SSE of Ternopil.
[Not to be confused with the larger town of Dolyna, 32 miles W of Ivano-Frankovsk at 48?58', 24?01'].","998 (in 1880), 525 (in 1921)",Tarnopol,998,1880,525,1921,-473.0,41.0,-11.536585365853659,49.216667,25.716667
?,?,/town/janow_lubelski.htm,50?43',22?25',Janow Lubelski,Lublin,"https://maps.google.com/maps?f=q&hl=en&geocode=&q=50.716667,22.416667+(Janow Lubelski)&ie=UTF8&ll=50.716667,22.416667&z=12&iwloc=addr",https://data.jewishgen.org/maps/mapdist8.asp?lat=50.716667&long=22.416667,-505100,"Alternate?names: Jan?w Lubelski [Pol], Yanov [Yid], Jan?w, Janov, Yanev, Yaniv, Yanuv, Yonev","Russian: ????-????????? / ????-??????????.  
 Yiddish: ???????.    Hebrew: ????? ???????
37 miles S of Lublin.","2,696 (in 1897), 2,881 (in 1921)",Lublin,2696,1897,2881,1921,185.0,24.0,7.708333333333333,50.716667,22.416667
?,?,/town/janow_podlaski.htm,52?12',23?13',Janow Podlaski,Lublin,"https://maps.google.com/maps?f=q&hl=en&geocode=&q=52.2,23.216667+(Janow Podlaski)&ie=UTF8&ll=52.2,23.216667&z=12&iwloc=addr",https://data.jewishgen.org/maps/mapdist8.asp?lat=52.2&long=23.216667,-505127,"Alternate?names: Jan?w Podlaski [Pol], Yanov [Yid], Yanov Shedletzki, Yanov Podlaski, Jan?w, Yaneve","Russian: ????-????????.   Yiddish: ????????.   
 Hebrew: ????? ????????
39 miles E of Siedlce, 22 miles WNW of Brest-Litovsk.","2,149 (in 1897), 2,100 (in 1921)",Siedlce,2149,1897,2100,1921,-49.0,24.0,-2.0416666666666665,52.2,23.216667
Janow,Grodno,/town/janow_sokolski.htm,53?28',23?14',Janow Sokolski,Bialystok,"http://maps.google.com/maps?f=q&hl=en&geocode=&q=53.4678,23.2327+(Janow Sokolski)&ie=UTF8&ll=53.4678,23.2327&z=12&iwloc=addr",http://data.jewishgen.org/maps/mapdist8.asp?lat=53.4678&long=23.2327,-505021,"Alternate?names: Jan?w [Pol], Yanov [Yid], Yanuv [Rus], Jan?w Sokolski, Yanov Sokolski, Yanova","Russian: ????.  Hebrew: ????? ????????
There are 36 localities named 'Jan?w' in Poland.  
This one is 23 miles N of Bia?ystok, 12 miles ESE of Sok??ka.","1,797",Grodno,1797,1900,,,,,,53.4678,23.2327
?,Radom,/town/janowiec.htm,51?20',21?53',Janowiec,Kielce,"https://maps.google.com/maps?f=q&hl=en&geocode=&q=51.333333,21.883333+(Janowiec)&ie=UTF8&ll=51.333333,21.883333&z=12&iwloc=addr",https://data.jewishgen.org/maps/mapdist8.asp?lat=51.333333&long=21.883333,-505075,"Alternate?names: Janowiec [Pol], Janowiec nad Wisl?, Yanovitch [Yid], Yanovyetz [Rus]","Russian: ??????.   Hebrew: ???????
32 miles E of Radom, 7 miles S of Pu?awy, across the Vistula (Wis?a) from Kazimierz Dolny (Kuzmir).","330 (in 1862), 261 (in 1921)",Radom,330,1862,261,1921,-69.0,59.0,-1.1694915254237288,51.333333,21.883333
?,?,/town/jarczow.htm,50?25',23?36',Jarczow,Lublin,"https://maps.google.com/maps?f=q&hl=en&geocode=&q=50.416667,23.6+(Jarczow)&ie=UTF8&ll=50.416667,23.6&z=12&iwloc=addr",https://data.jewishgen.org/maps/mapdist8.asp?lat=50.416667&long=23.6,-505175,"Alternate?names: Jarcz?w [Pol], Yartchovka [Yid], Yarchuv [Rus]","Russian: ?????.  Hebrew: ????'??  
8 miles ESE of Tomasz?w Lubelski.",~200,Lublin,200,1900,,,,,,50.416667,23.6
Jarotschin,?,/town/jarocin.htm,51?58',17?31',Jarocin,Poznan,"https://maps.google.com/maps?f=q&hl=en&geocode=&q=51.966667,17.516667+(Jarocin)&ie=UTF8&ll=51.966667,17.516667&z=12&iwloc=addr",https://data.jewishgen.org/maps/mapdist8.asp?lat=51.966667&long=17.516667,-505200,"Alternate?names: Jarocin [Pol], Jarotschin [Ger]","39 miles SE of Pozna? (Posen), 28 miles NW of Kalisz, 13 miles WNW of Pleszew (Pleschen).","435 (in 1871), 52 (in 1939)",Prussia,435,1871,52,1939,-383.0,68.0,-5.632352941176471,51.966667,17.516667
?,?,/town/jaroslaw.htm,50?01',22?41',Jaroslaw,?,"https://maps.google.com/maps?f=q&hl=en&geocode=&q=50.016667,22.683333+(Jaroslaw)&ie=UTF8&ll=50.016667,22.683333&z=12&iwloc=addr",https://data.jewishgen.org/maps/mapdist8.asp?lat=50.016667&long=22.683333,-505210,"Alternate?names: Jaros?aw [Pol], Yaroslav [Yid], Jaroslau [Ger], Jaroslav, Yereslev, Yareslov"," Yiddish: ???????????.   Ukrainian: ???????.  
 Hebrew: ??????
In SE Poland, 50 miles WNW of L'viv (Lvov), 30 miles E of Rzesz?w (Zheshuv), 17 miles NNW of Przemy?l (Pshemishl).","4,820 (in 1890), 6,577 (in 1921)",Lwow,4820,1890,6577,1921,1757.0,31.0,56.67741935483871,50.016667,22.683333
?,?,/town/jaroslawiec.htm,50?55',23?42',Jaroslawiec,Lublin,"https://maps.google.com/maps?f=q&hl=en&geocode=&q=50.916667,23.7+(Jaroslawiec)&ie=UTF8&ll=50.916667,23.7&z=12&iwloc=addr",https://data.jewishgen.org/maps/mapdist8.asp?lat=50.916667&long=23.7,0,,,,,,1900,,,,,,50.916667,23.7
Novyy Yarychev,Galicia,/town/jaryczow_nowy.htm,49?54',24?18',Jaryczow Nowy,Ukraine,"https://maps.google.com/maps?f=q&hl=en&geocode=&q=49.9,24.3+(Jaryczow Nowy)&ie=UTF8&ll=49.9,24.3&z=12&iwloc=addr",https://data.jewishgen.org/maps/mapdist8.asp?lat=49.9&long=24.3,-1048978,"Alternate?names: Novyy Yarychiv [Ukr], Jarycz?w Nowy [Pol], Yartchev [Yid], Novyy Yarychev [Rus], Novyi Yarychiv, Jarycz?w, Jarycz?w Stary, Yarychev, Jarychow, Yarychuv","Ukrainian: ????? ??????.   Yiddish: ????????? / ?????????
15 miles ENE of Lviv (Lw?w), 13 miles S of Kam'yanka Buz'ka (Kamionka Strumi?owa).","1,608 (in 1910)",Lwow,1608,1910,,,,,,49.9,24.3
?,?,/town/jasien.htm,49?58',20?34',Jasien,?,"https://maps.google.com/maps?f=q&hl=en&geocode=&q=49.974722,20.567778+(Jasien)&ie=UTF8&ll=49.974722,20.567778&z=12&iwloc=addr",https://data.jewishgen.org/maps/mapdist8.asp?lat=49.974722&long=20.567778,0,,,,,,1900,,,,,,49.974722,20.567778
?,Lomza,/town/jasienica.htm,52?48',22?03',Jasienica,Warszawa,"https://maps.google.com/maps?f=q&hl=en&geocode=&q=52.8,22.05+(Jasienica)&ie=UTF8&ll=52.8,22.05&z=12&iwloc=addr",https://data.jewishgen.org/maps/mapdist8.asp?lat=52.8&long=22.05,0,,,,,,1900,,,,,,52.8,22.05
?,Galicia,/town/jaslo.htm,49?45',21?28',Jaslo,?,"https://maps.google.com/maps?f=q&hl=en&geocode=&q=49.75,21.466667+(Jaslo)&ie=UTF8&ll=49.75,21.466667&z=12&iwloc=addr",https://data.jewishgen.org/maps/mapdist8.asp?lat=49.75&long=21.466667,-505390,"Alternate?names: Jas?o [Pol], Yasla [Yid], Jaslau [Ger], Yasle, Yaslo, Jassel","Yiddish: ??????
28 miles SE of Tarn?w, 32 miles SW of Rzesz?w.","934 (in 1880), 2,445 (in 1921)",Krakow,934,1880,2445,1921,1511.0,41.0,36.853658536585364,49.75,21.466667
Jastrow,?,/town/jastrowie.htm,52?36',16?31',Jastrowie,Koszalin,"https://maps.google.com/maps?f=q&hl=en&geocode=&q=52.6,16.516667+(Jastrowie)&ie=UTF8&ll=52.6,16.516667&z=12&iwloc=addr",https://data.jewishgen.org/maps/mapdist8.asp?lat=52.6&long=16.516667,0,,,,,,1900,,,,,,52.6,16.516667
Jauer,?,/town/jawor.htm,51?03',16?11',Jawor,Wroclaw,"https://maps.google.com/maps?f=q&hl=en&geocode=&q=51.05,16.183333+(Jawor)&ie=UTF8&ll=51.05,16.183333&z=12&iwloc=addr",https://data.jewishgen.org/maps/mapdist8.asp?lat=51.05&long=16.183333,-505516,"Alternate?names: Jawor [Pol], Jauer [Ger]","In Lower Silesia, 37 miles W of Wroc?aw (Breslau), 10 miles S of Legnica (Liegnitz).","128 (in 1884), 91 (in 1925)",Prussia,128,1884,91,1925,-37.0,41.0,-0.9024390243902439,51.05,16.183333
Yavorov,Galicia,/town/jaworow.htm,49?56',23?23',Jaworow,Ukraine,"https://maps.google.com/maps?f=q&hl=en&geocode=&q=49.933333,23.383333+(Jaworow)&ie=UTF8&ll=49.933333,23.383333&z=12&iwloc=addr",https://data.jewishgen.org/maps/mapdist8.asp?lat=49.933333&long=23.383333,-1059578,"Alternate?names: Yavoriv [Ukr], Jawor?w [Pol], Yavorov [Yid, Rus], Jaworiw [Ger], Javorov, Javoriv, Iavoriv","Ukrainian: ??????.   Yiddish: ?????????.   
 Russian: ??????.    Hebrew: ??????.  
28 miles WNW of L'viv (Lvov), 28 miles ENE of Przemy?l (Pshemishl).","~2,400",Lwow,2400,1900,,,,,,49.933333,23.383333
?,?,/town/jazgarzew.htm,?,?,Jazgarzew,Warszawa,,,0,,,,,,1900,,,,,,,
?,Kielce,/town/jedrzejow.htm,50?38',20?18',Jedrzejow,Kielce,"https://maps.google.com/maps?f=q&hl=en&geocode=&q=50.633333,20.3+(Jedrzejow)&ie=UTF8&ll=50.633333,20.3&z=12&iwloc=addr",https://data.jewishgen.org/maps/mapdist8.asp?lat=50.633333&long=20.3,-505669,"Alternate?names: J?drzej?w [Pol], Yendzshev [Yid], Yendzheyov [Rus], Jendrzejov, Yedzheyov, Yendzheva, Yendzheyev, Yendzhiov, Yendziv","Russian: ??????? / ???????? / ???????.   Yiddish: ?????????  
21 miles SW of Kielce, 42 miles NNE of Krak?w.","2,050 (in 1897), 4,685 (in 1921)",Kielce,2050,1897,4685,1921,2635.0,24.0,109.79166666666667,50.633333,20.3
?,Lomza,/town/jedwabne.htm,53?17',22?18',Jedwabne,Bialystok,,,0,,,,,,1900,,,,,,,
Hirschberg,?,/town/jelenia_gora.htm,50?54',15?44',Jelenia Gora,Wroclaw,"https://maps.google.com/maps?f=q&hl=en&geocode=&q=50.9,15.733333+(Jelenia Gora)&ie=UTF8&ll=50.9,15.733333&z=12&iwloc=addr",https://data.jewishgen.org/maps/mapdist8.asp?lat=50.9&long=15.733333,-505724,"Alternate?names: Jelenia G?ra [Pol], Hirschberg im Riesengebirge [Ger], Jelen? Hora [Cz], Hirschberg in Schlesien, Hirschberg","In Lower Silesia, 58 miles WSW of Wroc?aw (Breslau), 26 miles NW of Wa?brzych (Waldenburg).","450 (in 1880), 184 (in 1931)",Prussia,450,1880,184,1931,-266.0,51.0,-5.215686274509804,50.9,15.733333
?,?,/town/jeziorzany.htm,51?36',22?16',Jeziorzany,?,"https://maps.google.com/maps?f=q&hl=en&geocode=&q=51.6,22.266667+(Jeziorzany)&ie=UTF8&ll=51.6,22.266667&z=12&iwloc=addr",https://data.jewishgen.org/maps/mapdist8.asp?lat=51.6&long=22.266667,-514867,"Alternate?names: ?ysobyki [Pol, to 1965], Jeziorzany [Pol, since 1965], Lisobiki [Yid], Lisebik","Russian: ????????.   Yiddish: ???????
27 miles NNW of Lublin, 22 miles SSW of ?uk?w.
Renamed from ?ysobyki to Jeziorzany in 1965.",506 (in 1897),Siedlce,506,1897,,,,,,51.6,22.266667
